0,parsed_contacts
http://03npr.ru,
http://intellect-pro.com,
http://intellect-pskov.ru,"{'phones': ['+79113534306', '+7551656', '+7702252'], 'emails': [], 'addresses': ['г. Псков, ул. Печорская, д. 3'], 'social_links': ['Группа Вконтакте'], 'map_links': [], 'other_contacts': {}}"
http://intellect-resurs.ru,
http://intellect-rnd.ru,"{'phones': ['+79188969026'], 'emails': [], 'addresses': ['Ростов-на-Дону, пр. Космонавтов 2, офис 207'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-serv.ru,"{'phones': ['+79191635537', '+79103585929'], 'emails': ['mail@intellect-serv.ru'], 'addresses': ['г. Липецк, пл. Коммунальная, дом 9, комната 518'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-skka.tilda.ws,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-soft.ru,"{'phones': ['+78463752697', '+78463326120'], 'emails': ['info@intellect-soft.ru'], 'addresses': ['г. Самара, ул. Чапаевская, д. 205'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-stroi.ru,"{'phones': ['+73852600348'], 'emails': ['intellect-stroi22@yandex.ru'], 'addresses': ['Алтайский край, г. Барнаул, проспект Ленина, 154 А, корпус 24, офис 110, 1 этаж'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-style.ru,
http://intellect-surgut.ru,"{'phones': ['+73462599928'], 'emails': ['iclubsurgut@mail.ru'], 'addresses': ['г. Сургут, ул. Югорская, 40'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-system.ru,"{'phones': ['+74951234567', '+79528190301'], 'emails': ['info@intellect-system.ru'], 'addresses': ['г. Москва, Павелецкий 2-й проезд, д.5 стр. 1 под. 0 офис 17'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-tour.com,
http://intellect-unity-khv.clients.site,"{'phones': ['+79243057070'], 'emails': [], 'addresses': ['Хабаровск, улица Ленина, 41'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-vn.ru,"{'phones': ['+78162559898'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect.academy,"{'phones': ['+79219783817'], 'emails': ['info@intellect.academy'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect.kai.ru,"{'phones': ['+78432319746'], 'emails': ['intellect@kai.ru'], 'addresses': ['г. Казань, ул. Б. Красная, 55, каб. 114'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect.spb.ru,"{'phones': ['+78123330322'], 'emails': ['info@intellect.spb.ru'], 'addresses': ['г. Санкт-Петербург, ул. Варшавская, д. 5А'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect123.ru,"{'phones': ['+79184623444'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect26.ru,
http://intellect33.ru,"{'phones': ['+78002500204'], 'emails': ['intellect33@mail.ru'], 'addresses': ['г. Муром, ул. Куликова, д. 11'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect72.ru,"{'phones': ['+73452517700'], 'emails': ['intellectplus@mail.ru'], 'addresses': ['Тюмень, ул. Николая Семенова, д.21 кор.1'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect96.ru,"{'phones': ['+7 (343) 382-59-05', '+7 (912) 615-7-615', '+7 (343) 207-61-07', '+7 (912) 615-7-615', '+7 (909) 000-64-11'], 'emails': [], 'addresses': ['г. Екатеринбург, ул. Профсоюзная, д. 63', 'г. Екатеринбург, ул. Академика Шварца, д. 14Б', 'г. Екатеринбург, ул. Суходольская, д. 47'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectcentre.ru,"{'phones': ['+74956603453'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectdm.ru,"{'phones': ['+79257558477'], 'emails': [], 'addresses': ['г. Домодедово, ул. Ломоносова, д. 10'], 'social_links': ['https://youtube.com/', 'https://vk.com/intellectual_language_center', 'https://t.me/intellectual_language_center'], 'map_links': ['https://yandex.ru/maps/org/центр_изучения_иностранных_языков_интеллектуал/10/'], 'other_contacts': {}}"
http://intellectdv.ru,"{'phones': ['+79841921226', '+79510005409'], 'emails': ['dv_intellekt@mail.ru'], 'addresses': ['г. Владивосток, ул. Светланская, 205, 690 000'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectexport.ru,"{'phones': ['+74997072121'], 'emails': ['info@intellectexport.ru'], 'addresses': ['Москва, Ивовая ул., д. 1, корп. 1, офис 208'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectico.ru,"{'phones': ['+7 (495) 151-84-58'], 'emails': ['info@intellectico.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectika.ru,"{'phones': ['+74952151180'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectinvest.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectiv96.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectmoney.ru,"{'phones': ['+74956498681'], 'emails': ['info@intellectmoney.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectpatent.ru,"{'phones': ['+74952595306'], 'emails': ['info@intellectpatent.ru'], 'addresses': ['107023, г. Москва, ул. Электрозаводская, д. 52, стр. 6'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectplatforma.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectprava.ru,"{'phones': ['+79217777777', '+74991303736', '+78129834583'], 'emails': ['info@intellectprava.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {'whatsapp': '+79217777777', 'telegram': ''}}"
http://intellectpro.ru,"{'phones': ['+78005556705'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellectup.ru,
http://intellectus-ufa.ru,"{'phones': ['+73472463434'], 'emails': ['intellectus-ufa@mail.ru'], 'addresses': ['г.Уфа, ТЦ ЮЖНЫЙ ПОЛЮС (Софьи Перовской, 52/2), 3 этаж'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellegence.ru,"{'phones': ['+7 495 580-11-11', '+7 800 555-34-78'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelleks.ru,"{'phones': ['+79961748622', '+73433445118'], 'emails': ['intelleks@mail.ru'], 'addresses': ['г. Екатеринбург, ул. Волгоградская, 193, офис 1103 (Деловой центр «Олимп»)'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-ekb.ru,"{'phones': ['+79630473333'], 'emails': ['info@intellekt-ekb.ru'], 'addresses': ['г. Екатеринбург, ул. Героев России, 2, ТЦ Свердловск, 7 этаж'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-klass.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-krsk.ru,"{'phones': ['+7 (391) 227-82-31'], 'emails': ['intellekt.krsk@yandex.ru'], 'addresses': ['660127, г. Красноярск, ул. Мате Залки, д. 21, оф. 18'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-msc.ru,"{'phones': ['+74959601691', '+79039601691'], 'emails': ['info@intellekt-msc.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-pnz.ru,
http://intellekt-pravo.ru,"{'phones': ['+79647177790'], 'emails': [], 'addresses': ['г. Москва Зубовский бульвар, 4/1 - 308'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-sad.ru,"{'phones': ['+79128654236', '+79222708211', '+79091262120', '+79068806551'], 'emails': ['intelekt2@yandex.ru', 'intellekt.rk@yandex.ru'], 'addresses': ['г. Сыктывкар, ул. Ленина, 4', 'г. Сыктывкар, ул. Коммунистическая, 23Б', 'г. Сыктывкар, ул. Кутузова, 36', 'г. Сыктывкар, ул. Южная, 8'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-slk.ru,"{'phones': ['+74012988961'], 'emails': [], 'addresses': ['г. Калининград'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-stroy.ru,"{'phones': ['+74993806675'], 'emails': ['sales@intellekt-stroy.ru', 'manager@intellekt-stroy.ru'], 'addresses': ['117570, г. Москва, ул. Красного маяка д.26'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt-ykt.ru,
http://intellekt05.ru,
http://intellekt41.com,"{'phones': ['+79619653030'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellekt48.ru,"{'phones': ['+74742556960', '+74742378260'], 'emails': ['sales@intellekt48.ru'], 'addresses': ['г.Липецк, пл. Победы, д.8, офис 302'], 'social_links': [], 'map_links': ['Карта сайта'], 'other_contacts': {}}"
http://intellekt55.ru,
http://intellekta.ru,"{'phones': ['+79132589420'], 'emails': ['info@intellekta.ru'], 'addresses': ['г. Барнаул, ул. Гущина, д. 150/3, кв. 272'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellektagro.ru,"{'phones': ['+79129894151', '+73422495009'], 'emails': ['intellektagro@mail.ru'], 'addresses': ['Пермский край, д. Пакли, ул. Тепличная, 10'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellektbo.ru,"{'phones': ['+73412333080'], 'emails': ['intellektbo@yandex.ru'], 'addresses': ['Россия, Удмуртская республика, г. Ижевск, ул. Ключевой посёлок, 7, офис 39'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellektdeti-spb.tilda.ws,"{'phones': ['+79111146793'], 'emails': ['intellektspb@yandex.ru'], 'addresses': ['Санкт-Петербург, Кондратьевский проспект, дом 64, корпус 1'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellektika.org,"{'phones': ['+79226054815', '+79994975529'], 'emails': [], 'addresses': ['г. Екатеринбург, микрорайон Академический, Вильгельма де Геннина, 41, Рябинина, 29'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellektinfo.ru,
http://03khv.ru,
http://03kizlyar.ru,
http://03lip.ru,
http://03magadan.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://03nk.ru,"{'phones': ['+74951234567', '+79876543210', '+79001234567'], 'emails': ['support@abc.com', 'info@abc.ru'], 'addresses': ['Москва, ул. Ленина, д. 10, кв. 5'], 'social_links': ['https://www.instagram.com/abc_official/', 'https://t.me/abc_channel'], 'map_links': ['https://yandex.ru/maps/org/abc_company/123/'], 'other_contacts': {'whatsapp': '+79001234567'}}"
http://03nn.ru,
http://03nov.ru,"{'phones': ['+78162929191'], 'emails': [], 'addresses': ['Великий Новгород, ул. Некрасова, д. 33'], 'social_links': [], 'map_links': ['https://yandex.ru/maps/org/gobuz_novgorodskaya_stanciya_skoroy_medicinskoy_pomoshchi_100173/'], 'other_contacts': {}}"
http://03nvkz.ru,
http://03prk.ru,"{'phones': ['+73846626070', '+73846626094'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://03reg.roszdravnadzor.ru,
http://03svirsk.ru,
http://03ufa.ru,
http://03vektor.ru,"{'phones': ['+78512394265'], 'emails': ['003030asd@list.ru'], 'addresses': ['г. Астрахань, ул. Луконина, д. 5, стр. 1'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://03vologda.ru,
http://03бизнес.рф,"{'phones': ['+73412970379'], 'emails': ['hotline@03buh.ru'], 'addresses': ['г.Ижевск, ул.Лихвинцева, д. 48, цокольный этаж (центр. подъезд)'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://04.fsin.gov.ru,
http://04.gbmse.ru,
http://04.mvd.ru,
http://04.notariat.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://04.rosguard.gov.ru,
http://04.rospotrebnadzor.ru,
http://04.мвд.рф,
http://0401.kmr.msudrf.ru,
http://047ms.ru,"{'phones': ['+79630061371'], 'emails': [], 'addresses': [], 'social_links': ['https://vk.com/', 'https://instagram.com/'], 'map_links': [], 'other_contacts': {}}"
http://048-design.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': ['Напишите нам в WhatsApp'], 'map_links': [], 'other_contacts': {}}"
http://04reg.roszdravnadzor.ru,
http://05.fsin.su,
http://05.gbmse.ru,
http://05.mvd.ru,
http://05.rkn.gov.ru,
http://05.rospotrebnadzor.ru,
http://05.мвд.рф,
http://050dtp.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://052mm.ru,"{'phones': ['+78482249338'], 'emails': ['info@052mm.ru'], 'addresses': ['г. ТОЛЬЯТТИ Северная 111'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://05423.овнд.рф,"{'phones': ['+79139936699'], 'emails': ['altaipto@mail.ru'], 'addresses': ['649002, Республика Алтай, г Горно-Алтайск, ул Мостовая, 8/1', '649002, Алтай Респ, г Горно-Алтайск, ул Бийская, 34 A (L)'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://0560.ru,"{'phones': ['+78002000560'], 'emails': ['info@0560.ru'], 'addresses': ['117342, Москва, ул. Обручева, дом 52, стр. 3'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://058.рф,"{'phones': ['+79135303058', '+79080338058', '+79039898058', '+79232058058'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://05info.ru,"{'phones': [], 'emails': ['mavit_mail@mail.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://05kom.ru,"{'phones': ['+78722927676'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://05mk.ru,"{'phones': ['+79285578799'], 'emails': [], 'addresses': ['Дагестан, Кизилюрт, ул. Г. Цадасы, д. 18А'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://05pr.ru,"{'phones': ['+79882911976'], 'emails': [], 'addresses': ['Республика Дагестан, г. Махачкала, ул. Гагарина, 54'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://05reklama.ru,"{'phones': ['+79882926464', '+78722926464'], 'emails': ['perspektiva64@yandex.ru'], 'addresses': ['г. Махачкала, пр. Гамидова (Кирова), д. 18 ""Ж"", Торгово-офисный центр ""Вегас"" (угол Кирова и И.Казака), 6 этаж, 605 кабинет'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://06.fsin.su,
http://06.gbmse.ru,
http://06.mvd.ru,
http://06.notariat.ru,"{'phones': ['+79640274777'], 'emails': ['palata.ing@mail.ru'], 'addresses': ['Республика Ингушетия, проспект И. Зязикова, д. 28 ""А""'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://06.rospotrebnadzor.ru,
http://06.rsoc.ru,
http://06.мвд.рф,
http://0603st.ru,"{'phones': ['+79360010603'], 'emails': ['0603st@mail.ru'], 'addresses': ['Москва, м.Марьина Роща, ул. Полковая 3с2, 5 этаж'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://0616.kmr.msudrf.ru,
http://0651.kmr.msudrf.ru,
http://0656.kmr.msudrf.ru,
http://0665555.ru,"{'phones': ['+79180665555'], 'emails': ['9180665555@mail.ru'], 'addresses': ['Россия, Краснодарский край, Крымский район, г. Крымск, ул. Маршала Жукова, 25'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://06fss.ru,"{'phones': [], 'emails': ['support@beget.com'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://06orlenok.nubex.ru,
http://01671.umax.ru,
http://017.ru,"{'phones': ['+7 495 580-11-11', '+7 800 555-34-78'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://018.gketerra.ru,"{'phones': ['+73432071022', '+79995696811'], 'emails': ['018@gketerra.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01art.ru,"{'phones': ['+78469799575'], 'emails': [], 'addresses': ['г. Самара, ул. Губанова, 20А'], 'social_links': ['www.vk.com/bagetkomfort'], 'map_links': [], 'other_contacts': {}}"
http://01balans.ru,"{'phones': ['+79256424755'], 'emails': ['info@01balans.ru'], 'addresses': ['Кленовый бульвар, д. 3, 2-й эт., оф. 213'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01basket.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01bike.ru,"{'phones': ['+73462339339', '+79822260776', '+79835249811', '+79828857509'], 'emails': ['shop@01bike.ru'], 'addresses': ['г. Сургут, 30 Лет Победы 21/3'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01bit.ru,"{'phones': ['+79057277520'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01cafe.restoran.ru,"{'phones': ['+79265240119', '+74959882656'], 'emails': [], 'addresses': ['Москва, ул. Чаянова, д. 11/2'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01cat.ru,
http://01center.ru,"{'phones': ['+74985403535', '+74985402929', '+79037997411'], 'emails': ['center01@mail.ru', '7997411@mail.ru'], 'addresses': ['МО Ленинский городской округ, рабочий поселок Лопатино дом 180'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01dom.ru,"{'phones': ['+74862490646', '+79004837070'], 'emails': ['zakaz@01dom.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01e.ru,"{'phones': ['+73833156019'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01etalon.ru,"{'phones': ['+74234244544'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01exp.ru,"{'phones': ['+78342308800'], 'emails': ['saransk@01exp.ru'], 'addresses': ['430030, Республика Мордовия, г. Саранск, ул. Васенко, д. 9, корп. 1, офис 309'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01group-kem.ru,"{'phones': ['+79236184401', '+73842670001'], 'emails': ['01groupp.kem@mail.ru'], 'addresses': ['г. Кемерово, ул. Николая Островского д. 15, офис 408/1'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01hot.ru,"{'phones': ['+78612908885', '+79288846366'], 'emails': ['01hot@list.ru'], 'addresses': ['г. Краснодар, ул. Уральская, 114'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01kuban.ru,"{'phones': ['+79883795777'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01ltd.ru,"{'phones': ['+74954546461', '+74957407654', '+79037399999'], 'emails': ['01ltd@mail.ru', 'akuzmin@list.ru'], 'addresses': ['Москва, ул. Сенежская, д. 6а'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01master.ru,"{'phones': ['+7(342)249-70-87', '+7(342)268-51-15'], 'emails': ['pojmaster@yandex.ru'], 'addresses': ['614064, г.Пермь, ул.Чкалова,9, офис 103'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01mchs.ru,"{'phones': ['+78442980290', '+78442980281'], 'emails': ['centr01vz@mail.ru'], 'addresses': ['г. Волгоград, ул. Ползунова 4, 400081'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01mebel.ru,"{'phones': ['+79274739000'], 'emails': ['dem_mebel@mail.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01mos.ru,"{'phones': ['+74993918834'], 'emails': ['zakaz@01mos.ru'], 'addresses': ['Москва, Нагорная ул., 3А оф. 528'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01ognezashita.ru,
http://01ok56.nethouse.ru,"{'phones': ['+79226250340'], 'emails': ['1-ok@mail.ru'], 'addresses': ['Ул. Алтайская 12 в, 3 этаж офис 26,27, Оренбург, Россия, 460040'], 'social_links': [], 'map_links': [], 'other_contacts': {'whatsapp': '+79226250340', 'viber': '+79225440480'}}"
http://01outdoor.ru,"{'phones': ['+88002348784'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01pb.ru,"{'phones': ['+73912812201', '+79232850010'], 'emails': ['msite@01pb.ru'], 'addresses': ['г.Красноярск, пр. Мира, 10, оф. 343'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01pmsspb.ru,"{'phones': ['+79119181553', '+78122714878'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01ppk.ru,"{'phones': ['+73812374448', '+73812374449'], 'emails': ['t374449@mail.ru', '01t374449@mail.ru'], 'addresses': ['644036, г. Омск, ул. Можайского, 50 оф.37'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01proekt.ru,"{'phones': ['+74993933682'], 'emails': ['01-proekt@mail.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01profire.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01rb.ru,"{'phones': ['+7601467', '+789021660129'], 'emails': ['ao0301@mail.ru'], 'addresses': ['Москва, ул. Ботаническая, 37А (ТД Авторай, 2-й этаж)'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01reg.roszdravnadzor.ru,
http://01region01.ru,"{'phones': ['+79537333475'], 'emails': ['01region06@mail.ru'], 'addresses': ['385631, Республика Адыгея, Гиагинский р-н, п. Гончарка, Почтовая 2И'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01rf.ru,"{'phones': ['+7 (343) 212-71-51'], 'emails': ['uralpirant@mail.ru'], 'addresses': ['г. Екатеринбург, ул. Фурманова 63'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01rus.ru,"{'phones': ['+78772210000', '+78772210021'], 'emails': [], 'addresses': ['г. Майкоп, ул. Курганная, 314, 2 этаж'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01service.spb.ru,
http://01servis.ru,
http://01sfera.ru,"{'phones': ['+74951234567', '+79528190301'], 'emails': [], 'addresses': ['Москва, ул. Пушкина 15'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01sovet.ru,
http://01sport.ru,"{'phones': ['+74951201597', '+79190054877'], 'emails': ['sale@01sport.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {'whatsapp': '8 (919) 005-48-77'}}"
http://01spp.ru,"{'phones': ['+74952290459', '+79165941522', '+79774161266'], 'emails': ['info@01spp.ru'], 'addresses': ['Москва, Народного Ополчения 43к2'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01tb.ru,"{'phones': ['+78125090101', '+79992050101'], 'emails': ['1570101@mail.ru'], 'addresses': ['г. Санкт-Петербург, ул. 3-я Советская, д. 21/4'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01travel.ru,"{'phones': ['+79284646420'], 'emails': ['01reg360@gmail.com'], 'addresses': ['Республика Адыгея, Майкопский район, пос. Каменномостский, ул. Безымянная, 14'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01tut.ru,
http://01vet.ru,"{'phones': ['+79260657803', '+79263018097'], 'emails': [], 'addresses': ['г.Подольск, пр.Юных Ленинцев, д.70', 'г.Подольск, ул.Багратиона, 19'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01z.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': ['Наша группа в контакте!'], 'map_links': [], 'other_contacts': {}}"
http://01zel.ru,
http://01zem.ru,"{'phones': ['+79282113097'], 'emails': ['89282113097@mail.ru'], 'addresses': ['Краснооктябрьская, 49'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01банкрот.рф,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01воа.рф,
http://01гарант.рф,
http://01магазин.рф,
http://01технологии.рф,"{'phones': [], 'emails': ['support@beget.com'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://02.autoretail.ru,"{'phones': ['+8005056910', '+8005056910'], 'emails': [], 'addresses': ['Москва, ул. Кандринская, д.2', 'Санкт-Петербург', 'Нижний Новгород', 'Челябинск', 'Ростов-на-Дону', 'Краснодар', 'Казань', 'Самара', 'Воронеж', 'Красноярск', 'Екатеринбург', 'Минеральные воды', 'Новосибирск'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://02.fsin.gov.ru,
http://02.fsin.su,
http://02.gbmse.ru,
http://02.gibdd.ru,"{'phones': ['+73472358402', '+73472332731'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://02.mvd.ru,
http://02.pimin.online,"{'phones': ['+79113333306'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://02.rkn.gov.ru,
http://02.rosgvard.ru,
http://02.rospotrebnadzor.ru,
http://02.rpn.gov.ru,
http://02.vdpo78.ru,"{'phones': ['+78126112303'], 'emails': ['2@vdpo78.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://02.vtorproekt.com,"{'phones': ['+73472149501'], 'emails': [], 'addresses': ['г. Уфа, ул. Силикатная 17/2'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://02.мвд.рф,
http://02.фсин.рф,
http://0202.kmr.msudrf.ru,
http://02022020tc.wixsite.com,"{'phones': ['+79528190301'], 'emails': ['contact@example.com'], 'addresses': ['Москва, Пушкинская улица, д. 15'], 'social_links': ['https://www.instagram.com/username', 'https://t.me/username', 'whatsapp://send?phone=+79528190301&text=&service=whatsapp'], 'map_links': ['https://yandex.ru/maps/?text=Москва%2C%20Пушкинская%20улица%2C%20д.%2015']}"
http://0203.kmr.msudrf.ru,
http://020483.2gis.biz,
http://0206.kmr.msudrf.ru,
http://0224957318.umax.ru,
http://03portal.ru,
http://03press.ru,"{'phones': ['+78123252564', '+79217405043'], 'emails': ['mail@03press.ru'], 'addresses': ['Санкт-Петербург, 8-я линия В.О., д. 83, офис 104'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://03samara.ru,
http://03satka74.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://03spb.ru,"{'phones': ['+79528190301', '+7(812)246-60-58'], 'emails': [], 'addresses': ['Санкт-Петербург, ул. Малая Садовая, д. 1, 191023'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://03xprint.ru,"{'phones': ['+73832140920'], 'emails': ['2140920@mail.ru'], 'addresses': ['г. Новосибирск, ул. Демакова 23/5, офис 120'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://03zen.ru,"{'phones': ['+78006005803'], 'emails': ['info@03zen.ru', 'info@zen-clinic.ru'], 'addresses': ['г. Сочи, ул. Пригородная, 6в'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
